count,confidence,boxes,scores,run_id,timestamp
24,0.8349441240734108,"[[202.414895   480.87294993 450.25138513 655.6565155 ]
 [362.68369863  98.00486749  50.54177141 258.87340321]
 [670.49762171  14.25854276 284.81092209 672.57543668]
 [  5.06278965 521.60979344 513.47629773 287.67670426]
 [748.82027211 376.71377706 527.85142783 637.56343258]
 [238.05894342 184.62347531 333.81830718 660.5258591 ]
 [206.35623992 404.03215756 293.30367592 758.97854978]
 [737.22008433 389.57900381 733.89474794 407.50459614]
 [574.5690773  271.05539553 554.84529388 286.77517413]
 [ 99.1810941   51.64800344 179.71017467 600.0778524 ]]","[0.25989981 0.18695212 0.2087243  0.06503518 0.14012818 0.46892455
 0.42772051 0.62343286 0.7598509  0.89377711]",1,2025-03-03T23:21:50.172628
11,0.8720282765119515,"[[744.22739697 224.52162612 570.95967313 657.43623343]
 [303.43490372  48.3900515  105.48768744 523.73426786]
 [  7.88194985 289.00097222 436.68772373 624.83331242]
 [366.97005502 350.02925446 381.99801695  23.26762916]
 [499.03991237 261.80220552 719.06680006  78.09576516]
 [503.35066489 641.90534465 479.66701539 329.13788799]
 [154.72457088 640.82179449   1.48959726 179.53816062]
 [692.30612636 145.18876155 228.73314493 340.79255128]
 [669.75512767  75.55058831 794.91250352 727.37962529]
 [352.07603748 462.25839009 521.86974223 346.94602233]]","[0.08196937 0.89693573 0.16910887 0.97383766 0.54192271 0.59709194
 0.04010388 0.32433138 0.11386182 0.91295718]",2,2025-03-03T23:21:50.180279
38,0.8429551087854594,"[[311.07092778 445.1301525  585.59329233 721.48235626]
 [612.50332448 433.79761304 206.65175537 751.91460336]
 [390.37569961 514.45326827   8.04571694 188.28962831]
 [ 65.76420284  46.61830135 212.02819241 471.61030517]
 [157.70536266 646.76634974 325.1080993  644.10913794]
 [ 95.5114243  374.14300359 411.43296653 582.55165365]
 [114.9170278   22.75955271   1.41182793 122.17296503]
 [443.58080566 283.95452344 498.16139948 222.67079304]
 [298.76050565 726.40048873  80.13754784 245.02598201]
 [407.84871541 235.80286969 288.66755857 168.60463018]]","[0.4750944  0.51486369 0.40272895 0.29281629 0.13929096 0.46843782
 0.82539689 0.57339835 0.17768559 0.97495619]",3,2025-03-03T23:21:50.188832
45,0.8168973003541238,"[[693.73409345 188.43238167 463.67207469 558.21750676]
 [640.71561184 421.66296371 253.04469082 634.64638824]
 [303.39296578 444.32767691 617.56983781 505.4618728 ]
 [750.55944525 772.60172781 763.95008028 603.8011504 ]
 [208.70867995 318.47642619 260.84326847 555.79584636]
 [468.97544155  71.22050496 560.24986015 385.02915529]
 [282.97929182 483.7000189  362.37807438 410.12417977]
 [454.50629969 706.36447884 534.89940206 544.99008264]
 [526.37298789 643.62488227 238.67919455 335.89067688]
 [210.07114953 309.08668497 504.73793187 164.59398455]]","[0.22308595 0.22461524 0.59020264 0.48391271 0.94409554 0.46341452
 0.10894391 0.06172076 0.39518561 0.32347347]",4,2025-03-03T23:21:50.195687
44,0.8894796510691972,"[[1.41982071e+02 9.03476425e+00 1.74391444e+02 4.73254059e+02]
 [6.38818697e+01 4.58116145e+02 2.66348855e+02 5.77038653e+01]
 [2.31455794e+02 6.01224082e+02 6.01237720e+01 9.88070187e+01]
 [5.61978753e+02 2.76025117e+02 1.38775485e+02 4.90982296e+02]
 [3.44657662e+01 6.83082210e+02 3.13820944e+02 1.71520261e+02]
 [7.33651884e+02 2.38963796e+02 5.58384073e+02 8.35467444e+01]
 [2.70333560e+02 3.85339584e+02 2.17717562e+02 5.79145709e+02]
 [4.83874214e+02 4.35624277e+02 4.01128533e+02 2.34367387e+02]
 [6.42647482e+02 7.34625845e+01 2.42463695e+02 7.20414359e-01]
 [5.90882132e+02 6.74604615e+02 3.71100888e+02 6.40007752e+02]]","[0.98964786 0.05944379 0.97131273 0.95756716 0.76338145 0.1281612
 0.7113222  0.31852865 0.77697127 0.43561338]",5,2025-03-03T23:21:50.203573
18,0.9302101789097426,"[[384.95293095 160.72310628 663.14868292 541.83469402]
 [ 17.24882796 323.18287932   1.94144961 413.31961297]
 [597.60766563 749.33072364 165.03818025 227.72682582]
 [362.27954241 524.85934406 762.70502514 356.21555267]
 [288.39268493 314.45395203 711.31812827 487.69030394]
 [221.1188275  782.48732134 407.05718099   4.72304768]
 [423.19594761  51.48640161  39.34480387 491.61311439]
 [210.55084521 311.54089644  75.98063042 513.72243541]
 [174.51221116 243.92090282 639.18597045 523.17139852]
 [555.94656624 374.62521795 313.73315246 419.85547155]]","[0.34914564 0.74648091 0.56856683 0.52190388 0.17415024 0.42426873
 0.24135999 0.43122118 0.86848186 0.94517257]",6,2025-03-03T23:21:50.210514
45,0.9054941374150265,"[[592.70775508 597.85631614 466.70460745 540.8443121 ]
 [777.51828949 219.768118   444.3234109  702.8306133 ]
 [474.61199393 713.723646   593.96290881 281.94088628]
 [448.56451235 354.22663443  78.74864599 585.6959185 ]
 [713.80816202 682.56688273 591.79627911 186.13500902]
 [ 60.15151951  33.33414374  97.91299473 191.99476903]
 [199.48699213 137.98224515 499.65967108 397.7755915 ]
 [238.05556644 459.03379383 501.08450541  69.76311768]
 [302.29933129 628.48550278   7.44834315  51.97400565]
 [287.27310951   6.8883336  326.87460605 515.25777137]]","[0.38468169 0.74988491 0.13883949 0.39065531 0.30791805 0.91729598
 0.75354081 0.63645573 0.74556626 0.68283103]",7,2025-03-03T23:21:50.217456
10,0.9068898722592798,"[[600.66450261 581.01911994 338.09496194 200.32499929]
 [269.82881221 285.43930245 762.02907351 513.49871072]
 [358.10679199 462.48393147 145.53923199 742.90096326]
 [417.37327896 124.42044532  16.31082599 423.88253251]
 [435.44864283 532.7207243  166.06088059 507.16031531]
 [105.94698165 129.51518366 368.1928378  254.69266923]
 [649.09992891 108.81157869 777.33774471 243.76722025]
 [612.32482359 282.2869998  127.80304763 348.66529704]
 [719.1143703  715.60291359  49.10448604 254.6163679 ]
 [649.04176208   9.15164772  89.13808466 777.8556702 ]]","[0.28676717 0.01088359 0.54270347 0.64801244 0.5998816  0.72028205
 0.99397186 0.86311088 0.78061482 0.51751076]",8,2025-03-03T23:21:50.225036
41,0.9453345568121884,"[[549.73911489 675.31834853 104.93189177 554.422884  ]
 [575.95081536 479.84716501  20.49005701 133.17538847]
 [241.97223061 366.08524816 340.51087723 234.60246572]
 [582.9043187  151.84326387 532.33768188 402.80016498]
 [239.23313759 189.35350928  35.21673321  66.08398872]
 [118.37227942 238.00958932 463.43567103 431.98467899]
 [659.50447293 699.52761299 258.04607493 514.78207952]
 [501.64861746 646.37106139 423.14018207 624.34287287]
 [100.94593314 349.57678659 393.89820459 493.63717926]
 [325.1431616  562.14460649 167.59438814 381.97558178]]","[0.72757864 0.86949481 0.03953485 0.95130413 0.48179887 0.03685354
 0.26980082 0.39015541 0.54219894 0.09648384]",9,2025-03-03T23:21:50.232785
25,0.9114158847257745,"[[107.8620406  219.51862503 425.35747551 755.27208775]
 [ 86.64148667  54.66569219 664.36180984 189.57605258]
 [476.46853393 144.15527991 202.55612141 413.35714694]
 [232.88586907 506.22218132 630.63537483 623.6332969 ]
 [589.01044392 121.11214125 667.60351083 719.41094175]
 [724.04104063 212.4133163  776.43412418   6.4044208 ]
 [417.24656404 701.94588392 211.1458696  415.39597789]
 [457.86992517 361.87479045 257.00890883  82.890319  ]
 [296.41586586 131.49012286 553.26827985 790.57557141]
 [152.53510003 436.69876394 251.38721883 275.51849523]]","[0.05194288 0.36954455 0.9592216  0.9821239  0.55355541 0.02968283
 0.97220805 0.30883425 0.44139337 0.28094974]",10,2025-03-03T23:21:50.239339
